location,timestamp,pm10_ug_m3,pm2_5_ug_m3,carbon_monoxide_ug_m3
City Center,2025-07-31T12:00,19.8,8.2,217.0
City Center,2025-07-31T13:00,22.5,8.8,226.0
City Center,2025-07-31T14:00,29.0,10.4,252.0
City Center,2025-07-31T15:00,34.5,12.7,305.0
City Center,2025-07-31T16:00,25.9,11.5,375.0
City Center,2025-07-31T17:00,24.7,12.3,426.0
City Center,2025-07-31T18:00,24.2,13.9,447.0
City Center,2025-07-31T19:00,25.0,15.3,451.0
City Center,2025-07-31T20:00,24.7,16.4,438.0
City Center,2025-07-31T21:00,22.8,15.9,405.0
City Center,2025-07-31T22:00,20.7,15.0,356.0
City Center,2025-07-31T23:00,19.2,13.5,307.0
City Center,2025-08-01T00:00,18.6,11.9,257.0
City Center,2025-08-01T01:00,19.6,11.0,207.0
City Center,2025-08-01T02:00,21.2,10.8,176.0
City Center,2025-08-01T03:00,21.8,10.7,173.0
City Center,2025-08-01T04:00,21.2,10.4,188.0
City Center,2025-08-01T05:00,16.6,8.9,216.0
City Center,2025-08-01T06:00,14.0,7.9,266.0
City Center,2025-08-01T07:00,14.8,7.7,328.0
City Center,2025-08-01T08:00,19.4,9.1,362.0
City Center,2025-08-01T09:00,21.8,9.1,341.0
City Center,2025-08-01T10:00,26.0,10.0,293.0
City Center,2025-08-01T11:00,25.7,10.5,256.0
City Center,2025-08-01T12:00,26.0,10.9,242.0
City Center,2025-08-01T13:00,24.2,9.8,240.0
City Center,2025-08-01T14:00,21.7,9.0,256.0
City Center,2025-08-01T15:00,20.2,8.9,290.0
City Center,2025-08-01T16:00,20.4,9.2,341.0
City Center,2025-08-01T17:00,33.5,15.9,414.0
City Center,2025-08-01T18:00,33.2,19.1,539.0
City Center,2025-08-01T19:00,31.2,19.9,686.0
City Center,2025-08-01T20:00,27.6,18.3,771.0
City Center,2025-08-01T21:00,23.3,15.3,750.0
City Center,2025-08-01T22:00,22.1,14.1,666.0
City Center,2025-08-01T23:00,23.0,14.3,567.0
City Center,2025-08-02T00:00,23.3,13.8,449.0
City Center,2025-08-02T01:00,22.9,13.3,316.0
City Center,2025-08-02T02:00,22.2,13.0,222.0
City Center,2025-08-02T03:00,20.7,12.3,195.0
City Center,2025-08-02T04:00,19.5,11.8,208.0
City Center,2025-08-02T05:00,21.1,12.9,233.0
City Center,2025-08-02T06:00,19.7,12.7,275.0
City Center,2025-08-02T07:00,19.3,12.2,330.0
City Center,2025-08-02T08:00,17.2,11.3,358.0
City Center,2025-08-02T09:00,17.0,10.0,334.0
City Center,2025-08-02T10:00,20.7,9.7,283.0
City Center,2025-08-02T11:00,24.0,10.4,248.0
City Center,2025-08-02T12:00,27.2,11.5,242.0
City Center,2025-08-02T13:00,31.1,13.0,252.0
City Center,2025-08-02T14:00,27.1,11.2,275.0
City Center,2025-08-02T15:00,31.7,13.4,321.0
City Center,2025-08-02T16:00,33.6,15.0,380.0
City Center,2025-08-02T17:00,31.2,15.8,422.0
City Center,2025-08-02T18:00,24.9,15.0,430.0
City Center,2025-08-02T19:00,23.2,16.3,422.0
City Center,2025-08-02T20:00,22.4,16.8,413.0
City Center,2025-08-02T21:00,19.3,14.6,417.0
City Center,2025-08-02T22:00,18.0,13.6,422.0
City Center,2025-08-02T23:00,19.1,14.9,406.0
City Center,2025-08-03T00:00,18.0,14.1,351.0
City Center,2025-08-03T01:00,15.1,12.0,276.0
City Center,2025-08-03T02:00,12.7,10.4,219.0
City Center,2025-08-03T03:00,10.9,9.2,191.0
City Center,2025-08-03T04:00,9.6,8.3,180.0
City Center,2025-08-03T05:00,5.4,5.4,190.0
City Center,2025-08-03T06:00,4.1,4.1,237.0
City Center,2025-08-03T07:00,5.0,4.7,306.0
City Center,2025-08-03T08:00,7.3,6.5,350.0
City Center,2025-08-03T09:00,9.7,7.3,342.0
City Center,2025-08-03T10:00,9.3,6.7,310.0
City Center,2025-08-03T11:00,10.4,7.4,291.0
City Center,2025-08-03T12:00,9.4,6.7,285.0
City Center,2025-08-03T13:00,10.7,7.6,292.0
City Center,2025-08-03T14:00,15.3,10.8,349.0
City Center,2025-08-03T15:00,17.5,13.5,516.0
City Center,2025-08-03T16:00,17.9,14.0,733.0
City Center,2025-08-03T17:00,26.8,18.6,862.0
City Center,2025-08-03T18:00,48.7,41.1,821.0
City Center,2025-08-03T19:00,61.9,54.4,693.0
City Center,2025-08-03T20:00,63.8,56.0,583.0
City Center,2025-08-03T21:00,40.0,34.3,539.0
City Center,2025-08-03T22:00,33.3,28.1,513.0
City Center,2025-08-03T23:00,31.7,25.8,473.0
City Center,2025-08-04T00:00,28.6,22.5,394.0
City Center,2025-08-04T01:00,22.6,17.3,301.0
City Center,2025-08-04T02:00,17.9,13.6,236.0
City Center,2025-08-04T03:00,15.3,11.9,214.0
City Center,2025-08-04T04:00,12.9,10.4,219.0
City Center,2025-08-04T05:00,11.2,9.4,245.0
City Center,2025-08-04T06:00,11.4,9.8,309.0
City Center,2025-08-04T07:00,11.3,9.7,393.0
City Center,2025-08-04T08:00,10.5,9.2,436.0
City Center,2025-08-04T09:00,9.5,7.9,395.0
City Center,2025-08-04T10:00,10.0,7.9,312.0
City Center,2025-08-04T11:00,11.3,8.8,251.0
City Center,2025-08-04T12:00,13.5,10.3,234.0
City Center,2025-08-04T13:00,16.0,12.1,239.0
City Center,2025-08-04T14:00,15.3,11.6,268.0
City Center,2025-08-04T15:00,16.4,12.4,324.0
City Center,2025-08-04T16:00,16.6,12.3,404.0
City Center,2025-08-04T17:00,25.8,20.1,497.0
City Center,2025-08-04T18:00,32.8,27.4,626.0
City Center,2025-08-04T19:00,49.4,44.2,769.0
City Center,2025-08-04T20:00,55.8,50.9,847.0
City Center,2025-08-04T21:00,48.2,43.7,820.0
City Center,2025-08-04T22:00,40.7,36.2,729.0
City Center,2025-08-04T23:00,38.2,34.0,621.0
City Center,2025-08-05T00:00,32.8,29.0,491.0
City Center,2025-08-05T01:00,28.1,24.3,344.0
City Center,2025-08-05T02:00,26.2,22.6,246.0
City Center,2025-08-05T03:00,21.2,17.8,225.0
City Center,2025-08-05T04:00,16.4,13.7,254.0
City Center,2025-08-05T05:00,26.5,24.4,308.0
City Center,2025-08-05T06:00,23.2,21.3,405.0
City Center,2025-08-05T07:00,19.0,17.1,529.0
City Center,2025-08-05T08:00,14.8,13.2,608.0
City Center,2025-08-05T09:00,13.4,12.0,601.0
City Center,2025-08-05T10:00,13.6,12.1,550.0
City Center,2025-08-05T11:00,14.0,11.6,510.0
City Center,2025-08-05T12:00,25.6,17.9,485.0
City Center,2025-08-05T13:00,29.3,19.6,470.0
City Center,2025-08-05T14:00,38.9,25.4,506.0
City Center,2025-08-05T15:00,35.5,23.6,644.0
City Center,2025-08-05T16:00,32.6,22.4,833.0
City Center,2025-08-05T17:00,18.4,14.9,962.0
City Center,2025-08-05T18:00,17.1,14.2,978.0
City Center,2025-08-05T19:00,15.6,13.8,934.0
City Center,2025-08-05T20:00,12.5,11.8,878.0
City Center,2025-08-05T21:00,8.0,7.9,829.0
City Center,2025-08-05T22:00,6.6,6.5,768.0
City Center,2025-08-05T23:00,5.8,5.7,684.0
City Center,2025-08-06T00:00,4.9,4.8,549.0
City Center,2025-08-06T01:00,4.6,4.5,391.0
City Center,2025-08-06T02:00,4.5,4.5,279.0
City Center,2025-08-06T03:00,4.2,4.1,247.0
City Center,2025-08-06T04:00,4.1,3.9,262.0
City Center,2025-08-06T05:00,3.8,3.8,296.0
City Center,2025-08-06T06:00,4.4,4.3,359.0
City Center,2025-08-06T07:00,3.9,3.6,441.0
City Center,2025-08-06T08:00,5.0,4.7,483.0
City Center,2025-08-06T09:00,4.9,4.4,445.0
City Center,2025-08-06T10:00,4.9,4.4,368.0
City Center,2025-08-06T11:00,5.0,4.5,311.0
City Center,2025-08-06T12:00,5.0,4.5,291.0
City Center,2025-08-06T13:00,5.2,4.7,293.0
City Center,2025-08-06T14:00,5.1,4.6,328.0
City Center,2025-08-06T15:00,5.3,4.7,417.0
City Center,2025-08-06T16:00,8.3,7.8,540.0
City Center,2025-08-06T17:00,7.1,7.0,653.0
City Center,2025-08-06T18:00,13.4,13.3,759.0
City Center,2025-08-06T19:00,13.9,13.9,855.0
City Center,2025-08-06T20:00,12.2,12.2,888.0
City Center,2025-08-06T21:00,11.8,11.8,819.0
City Center,2025-08-06T22:00,12.6,12.6,686.0
City Center,2025-08-06T23:00,13.3,13.2,558.0
City Center,2025-08-07T00:00,11.3,11.3,443.0
City Center,2025-08-07T01:00,10.0,9.9,333.0
City Center,2025-08-07T02:00,9.1,9.0,262.0
City Center,2025-08-07T03:00,8.7,8.5,247.0
City Center,2025-08-07T04:00,8.9,8.7,273.0
City Center,2025-08-07T05:00,9.6,9.4,329.0
City Center,2025-08-07T06:00,10.6,10.4,449.0
City Center,2025-08-07T07:00,9.8,9.7,600.0
City Center,2025-08-07T08:00,8.4,8.3,675.0
City Center,2025-08-07T09:00,7.8,7.7,600.0
City Center,2025-08-07T10:00,7.5,7.3,449.0
City Center,2025-08-07T11:00,8.1,7.9,337.0
City Center,2025-08-07T12:00,7.7,7.5,308.0
City Center,2025-08-07T13:00,7.9,7.7,319.0
City Center,2025-08-07T14:00,7.5,7.2,354.0
City Center,2025-08-07T15:00,7.5,7.2,377.0
City Center,2025-08-07T16:00,10.4,10.1,423.0
City Center,2025-08-07T17:00,3.9,3.9,586.0
City Center,2025-08-07T18:00,7.8,7.5,1004.0
City Center,2025-08-07T19:00,10.4,10.0,1537.0
City Center,2025-08-07T20:00,10.5,10.1,1862.0
City Center,2025-08-07T21:00,11.4,10.9,1815.0
City Center,2025-08-07T22:00,12.4,11.7,1560.0
City Center,2025-08-07T23:00,12.7,11.9,1257.0
City Center,2025-08-08T00:00,12.8,11.8,906.0
City Center,2025-08-08T01:00,13.1,12.0,509.0
City Center,2025-08-08T02:00,13.2,11.8,231.0
City Center,2025-08-08T03:00,13.2,11.4,145.0
City Center,2025-08-08T04:00,12.9,10.6,179.0
City Center,2025-08-08T05:00,6.1,6.0,280.0
City Center,2025-08-08T06:00,5.8,5.6,498.0
City Center,2025-08-08T07:00,6.5,6.4,782.0
City Center,2025-08-08T08:00,7.7,7.7,932.0
City Center,2025-08-08T09:00,7.6,7.5,814.0
City Center,2025-08-08T10:00,6.9,6.7,560.0
City Center,2025-08-08T11:00,7.3,7.1,367.0
City Center,2025-08-08T12:00,8.2,7.9,297.0
City Center,2025-08-08T13:00,9.1,8.8,288.0
City Center,2025-08-08T14:00,9.3,9.0,343.0
City Center,2025-08-08T15:00,10.0,9.6,500.0
City Center,2025-08-08T16:00,15.6,15.0,721.0
City Center,2025-08-08T17:00,15.2,14.4,898.0
City Center,2025-08-08T18:00,24.1,23.3,987.0
City Center,2025-08-08T19:00,37.3,36.6,1031.0
City Center,2025-08-08T20:00,26.5,25.8,1055.0
City Center,2025-08-08T21:00,18.1,17.2,1076.0
City Center,2025-08-08T22:00,19.7,18.5,1078.0
City Center,2025-08-08T23:00,23.1,21.7,1029.0
City Center,2025-08-09T00:00,23.4,21.8,895.0
City Center,2025-08-09T01:00,20.8,19.3,711.0
City Center,2025-08-09T02:00,18.2,16.8,556.0
City Center,2025-08-09T03:00,16.9,15.5,446.0
City Center,2025-08-09T04:00,16.2,14.7,365.0
City Center,2025-08-09T05:00,18.9,16.9,339.0
City Center,2025-08-09T06:00,19.2,17.3,414.0
City Center,2025-08-09T07:00,16.3,14.6,545.0
City Center,2025-08-09T08:00,14.9,13.5,615.0
City Center,2025-08-09T09:00,8.4,7.5,560.0
City Center,2025-08-09T10:00,7.9,7.2,444.0
City Center,2025-08-09T11:00,7.2,6.7,353.0
City Center,2025-08-09T12:00,6.8,6.2,299.0
City Center,2025-08-09T13:00,6.6,5.9,269.0
City Center,2025-08-09T14:00,7.3,6.4,306.0
City Center,2025-08-09T15:00,8.3,7.4,466.0
City Center,2025-08-09T16:00,8.3,7.4,693.0
City Center,2025-08-09T17:00,9.0,8.2,861.0
City Center,2025-08-09T18:00,11.9,11.1,918.0
City Center,2025-08-09T19:00,13.6,13.0,915.0
City Center,2025-08-09T20:00,13.6,13.1,882.0
City Center,2025-08-09T21:00,14.5,14.1,821.0
City Center,2025-08-09T22:00,16.2,15.7,730.0
City Center,2025-08-09T23:00,16.9,16.3,631.0
City Center,2025-08-10T00:00,14.7,14.1,516.0
City Center,2025-08-10T01:00,12.9,12.2,394.0
City Center,2025-08-10T02:00,12.2,11.3,306.0
City Center,2025-08-10T03:00,11.5,10.5,273.0
City Center,2025-08-10T04:00,10.4,9.5,274.0
City Center,2025-08-10T05:00,9.7,8.7,299.0
City Center,2025-08-10T06:00,9.3,8.1,365.0
City Center,2025-08-10T07:00,13.7,8.7,453.0
City Center,2025-08-10T08:00,14.9,10.0,496.0
City Center,2025-08-10T09:00,17.5,10.0,448.0
City Center,2025-08-10T10:00,18.9,10.0,354.0
City Center,2025-08-10T11:00,19.2,9.9,285.0
City Center,2025-08-10T12:00,19.8,10.1,255.0
City Center,2025-08-10T13:00,26.3,13.4,250.0
City Center,2025-08-10T14:00,21.4,10.7,293.0
City Center,2025-08-10T15:00,22.4,11.8,423.0
City Center,2025-08-10T16:00,20.4,11.9,601.0
City Center,2025-08-10T17:00,17.8,12.8,738.0
City Center,2025-08-10T18:00,15.1,11.9,802.0
City Center,2025-08-10T19:00,15.4,13.1,824.0
City Center,2025-08-10T20:00,15.9,14.0,808.0
City Center,2025-08-10T21:00,16.1,14.5,740.0
City Center,2025-08-10T22:00,16.9,15.4,634.0
City Center,2025-08-10T23:00,15.5,14.3,530.0
City Center,2025-08-11T00:00,12.7,11.8,434.0
City Center,2025-08-11T01:00,9.4,8.9,340.0
City Center,2025-08-11T02:00,6.7,6.5,270.0
City Center,2025-08-11T03:00,5.8,5.6,233.0
City Center,2025-08-11T04:00,5.5,5.2,220.0
City Center,2025-08-11T05:00,5.3,4.9,229.0
City Center,2025-08-11T06:00,5.3,4.8,275.0
City Center,2025-08-11T07:00,6.9,6.1,342.0
City Center,2025-08-11T08:00,9.0,7.0,381.0
City Center,2025-08-11T09:00,10.4,8.4,360.0
City Center,2025-08-11T10:00,10.8,8.5,310.0
City Center,2025-08-11T11:00,9.7,7.2,275.0
City Center,2025-08-11T12:00,8.7,6.4,261.0
City Center,2025-08-11T13:00,8.1,5.9,260.0
City Center,2025-08-11T14:00,8.2,6.0,296.0
City Center,2025-08-11T15:00,8.1,5.7,403.0
City Center,2025-08-11T16:00,8.1,6.2,546.0
City Center,2025-08-11T17:00,9.4,8.0,643.0
City Center,2025-08-11T18:00,10.7,9.4,655.0
City Center,2025-08-11T19:00,12.4,11.1,621.0
City Center,2025-08-11T20:00,13.2,11.8,579.0
City Center,2025-08-11T21:00,13.3,12.0,543.0
City Center,2025-08-11T22:00,13.1,12.0,499.0
City Center,2025-08-11T23:00,12.0,11.1,442.0
City Center,2025-08-12T00:00,10.2,9.3,358.0
City Center,2025-08-12T01:00,9.3,8.4,261.0
City Center,2025-08-12T02:00,9.7,8.6,190.0
City Center,2025-08-12T03:00,10.0,8.6,159.0
City Center,2025-08-12T04:00,9.8,8.3,154.0
City Center,2025-08-12T05:00,9.7,7.9,174.0
City Center,2025-08-12T06:00,10.0,8.2,241.0
City Center,2025-08-12T07:00,11.6,8.8,334.0
City Center,2025-08-12T08:00,11.1,8.5,388.0
City Center,2025-08-12T09:00,11.0,7.9,359.0
City Center,2025-08-12T10:00,12.7,7.6,291.0
City Center,2025-08-12T11:00,13.6,7.8,248.0
City Center,2025-08-12T12:00,13.6,7.9,255.0
City Center,2025-08-12T13:00,13.7,7.7,287.0
City Center,2025-08-12T14:00,15.3,8.4,329.0
City Center,2025-08-12T15:00,16.4,9.9,384.0
City Center,2025-08-12T16:00,14.3,10.3,449.0
City Center,2025-08-12T17:00,13.0,10.2,497.0
City Center,2025-08-12T18:00,14.0,11.8,522.0
City Center,2025-08-12T19:00,15.4,13.7,531.0
City Center,2025-08-12T20:00,14.7,13.4,517.0
City Center,2025-08-12T21:00,11.7,11.0,469.0
City Center,2025-08-12T22:00,8.9,8.6,399.0
City Center,2025-08-12T23:00,6.8,6.7,333.0
City Center,2025-08-13T00:00,5.0,4.9,276.0
City Center,2025-08-13T01:00,3.9,3.9,223.0
City Center,2025-08-13T02:00,3.7,3.6,186.0
City Center,2025-08-13T03:00,3.9,3.6,176.0
City Center,2025-08-13T04:00,3.9,3.5,183.0
City Center,2025-08-13T05:00,4.0,3.7,189.0
City Center,2025-08-13T06:00,4.8,4.5,189.0
City Center,2025-08-13T07:00,6.8,6.2,189.0
City Center,2025-08-13T08:00,8.6,7.6,210.0
City Center,2025-08-13T09:00,8.5,7.2,202.0
City Center,2025-08-13T10:00,8.5,6.8,182.0
City Center,2025-08-13T11:00,9.6,6.9,165.0
City Center,2025-08-13T12:00,8.6,6.1,152.0
City Center,2025-08-13T13:00,8.1,5.7,142.0
City Center,2025-08-13T14:00,8.8,6.0,148.0
City Center,2025-08-13T15:00,12.0,9.1,180.0
City Center,2025-08-13T16:00,10.1,7.9,227.0
City Center,2025-08-13T17:00,9.7,8.4,270.0
City Center,2025-08-13T18:00,11.0,9.8,308.0
City Center,2025-08-13T19:00,12.6,11.7,341.0
City Center,2025-08-13T20:00,12.5,11.7,356.0
City Center,2025-08-13T21:00,11.6,11.0,341.0
City Center,2025-08-13T22:00,10.3,10.0,307.0
City Center,2025-08-13T23:00,8.8,8.6,272.0
Whitefield,2025-07-10T00:00,8.9,5.8,214.0
Whitefield,2025-07-10T01:00,10.9,6.0,186.0
Whitefield,2025-07-10T02:00,10.9,5.8,165.0
Whitefield,2025-07-10T03:00,11.1,5.7,154.0
Whitefield,2025-07-10T04:00,10.1,5.2,151.0
Whitefield,2025-07-10T05:00,4.4,2.9,156.0
Whitefield,2025-07-10T06:00,4.0,2.8,178.0
Whitefield,2025-07-10T07:00,6.4,4.1,209.0
Whitefield,2025-07-10T08:00,7.6,4.4,224.0
Whitefield,2025-07-10T09:00,6.8,4.2,207.0
Whitefield,2025-07-10T10:00,8.5,4.7,175.0
Whitefield,2025-07-10T11:00,10.6,5.2,151.0
Whitefield,2025-07-10T12:00,14.8,6.3,141.0
Whitefield,2025-07-10T13:00,30.7,10.0,139.0
Whitefield,2025-07-10T14:00,17.5,6.7,151.0
Whitefield,2025-07-10T15:00,20.4,7.4,183.0
Whitefield,2025-07-10T16:00,15.7,8.2,229.0
Whitefield,2025-07-10T17:00,21.7,10.6,275.0
Whitefield,2025-07-10T18:00,17.8,11.1,327.0
Whitefield,2025-07-10T19:00,17.2,12.3,380.0
Whitefield,2025-07-10T20:00,16.1,11.8,406.0
Whitefield,2025-07-10T21:00,14.1,10.3,389.0
Whitefield,2025-07-10T22:00,13.9,10.2,346.0
Whitefield,2025-07-10T23:00,13.7,10.0,301.0
Whitefield,2025-07-11T00:00,13.1,9.3,259.0
Whitefield,2025-07-11T01:00,12.5,8.5,216.0
Whitefield,2025-07-11T02:00,11.6,7.7,184.0
Whitefield,2025-07-11T03:00,10.1,6.7,168.0
Whitefield,2025-07-11T04:00,8.5,5.8,164.0
Whitefield,2025-07-11T05:00,7.1,5.1,169.0
Whitefield,2025-07-11T06:00,6.3,4.7,189.0
Whitefield,2025-07-11T07:00,6.7,5.2,219.0
Whitefield,2025-07-11T08:00,8.0,5.8,235.0
Whitefield,2025-07-11T09:00,11.1,5.9,224.0
Whitefield,2025-07-11T10:00,14.8,6.8,199.0
Whitefield,2025-07-11T11:00,15.6,7.3,180.0
Whitefield,2025-07-11T12:00,15.2,6.9,169.0
Whitefield,2025-07-11T13:00,16.6,6.9,164.0
Whitefield,2025-07-11T14:00,18.2,7.2,176.0
Whitefield,2025-07-11T15:00,18.2,8.4,217.0
Whitefield,2025-07-11T16:00,17.8,8.9,275.0
Whitefield,2025-07-11T17:00,13.9,7.0,322.0
Whitefield,2025-07-11T18:00,12.0,7.8,353.0
Whitefield,2025-07-11T19:00,10.6,8.1,375.0
Whitefield,2025-07-11T20:00,10.1,8.4,376.0
Whitefield,2025-07-11T21:00,8.4,7.5,346.0
Whitefield,2025-07-11T22:00,7.4,7.0,296.0
Whitefield,2025-07-11T23:00,6.5,6.2,251.0
Whitefield,2025-07-12T00:00,5.3,4.8,218.0
Whitefield,2025-07-12T01:00,4.8,4.1,190.0
Whitefield,2025-07-12T02:00,4.6,3.7,170.0
Whitefield,2025-07-12T03:00,4.7,3.5,159.0
Whitefield,2025-07-12T04:00,4.7,3.4,156.0
Whitefield,2025-07-12T05:00,4.2,3.6,162.0
Whitefield,2025-07-12T06:00,5.0,4.1,187.0
Whitefield,2025-07-12T07:00,5.9,5.2,222.0
Whitefield,2025-07-12T08:00,6.9,6.4,241.0
Whitefield,2025-07-12T09:00,6.7,6.2,227.0
Whitefield,2025-07-12T10:00,6.6,6.3,196.0
Whitefield,2025-07-12T11:00,6.1,5.9,172.0
Whitefield,2025-07-12T12:00,5.9,5.6,162.0
Whitefield,2025-07-12T13:00,6.0,5.3,158.0
Whitefield,2025-07-12T14:00,7.0,5.6,161.0
Whitefield,2025-07-12T15:00,8.0,5.4,172.0
Whitefield,2025-07-12T16:00,9.9,5.6,190.0
Whitefield,2025-07-12T17:00,9.5,5.6,212.0
Whitefield,2025-07-12T18:00,9.8,7.1,239.0
Whitefield,2025-07-12T19:00,10.8,8.8,271.0
Whitefield,2025-07-12T20:00,10.9,9.5,297.0
Whitefield,2025-07-12T21:00,10.1,9.1,321.0
Whitefield,2025-07-12T22:00,9.7,8.8,340.0
Whitefield,2025-07-12T23:00,8.9,8.1,338.0
Whitefield,2025-07-13T00:00,7.4,6.5,299.0
Whitefield,2025-07-13T01:00,6.6,5.6,240.0
Whitefield,2025-07-13T02:00,6.8,5.4,194.0
Whitefield,2025-07-13T03:00,7.5,5.5,174.0
Whitefield,2025-07-13T04:00,7.7,5.5,167.0
Whitefield,2025-07-13T05:00,6.4,5.2,170.0
Whitefield,2025-07-13T06:00,6.4,4.7,191.0
Whitefield,2025-07-13T07:00,7.3,4.7,222.0
Whitefield,2025-07-13T08:00,7.1,4.8,238.0
Whitefield,2025-07-13T09:00,6.5,4.5,221.0
Whitefield,2025-07-13T10:00,7.1,4.6,189.0
Whitefield,2025-07-13T11:00,10.7,5.3,169.0
Whitefield,2025-07-13T12:00,12.3,5.4,173.0
Whitefield,2025-07-13T13:00,13.2,5.5,189.0
Whitefield,2025-07-13T14:00,16.2,6.6,210.0
Whitefield,2025-07-13T15:00,18.9,7.3,234.0
Whitefield,2025-07-13T16:00,17.2,7.6,261.0
Whitefield,2025-07-13T17:00,13.1,7.6,289.0
Whitefield,2025-07-13T18:00,10.9,7.9,322.0
Whitefield,2025-07-13T19:00,10.4,8.0,354.0
Whitefield,2025-07-13T20:00,9.7,7.9,366.0
Whitefield,2025-07-13T21:00,8.6,7.3,342.0
Whitefield,2025-07-13T22:00,7.7,6.7,298.0
Whitefield,2025-07-13T23:00,7.3,6.2,255.0
Whitefield,2025-07-14T00:00,7.0,5.5,220.0
Whitefield,2025-07-14T01:00,7.1,5.1,187.0
Whitefield,2025-07-14T02:00,7.7,5.1,163.0
Whitefield,2025-07-14T03:00,8.6,5.2,148.0
Whitefield,2025-07-14T04:00,9.6,5.5,142.0
Whitefield,2025-07-14T05:00,8.6,4.9,149.0
Whitefield,2025-07-14T06:00,7.5,4.6,179.0
Whitefield,2025-07-14T07:00,6.4,4.1,222.0
Whitefield,2025-07-14T08:00,6.4,5.0,248.0
Whitefield,2025-07-14T09:00,5.3,4.0,239.0
Whitefield,2025-07-14T10:00,6.2,4.0,212.0
Whitefield,2025-07-14T11:00,5.8,3.4,191.0
Whitefield,2025-07-14T12:00,8.7,3.8,184.0
Whitefield,2025-07-14T13:00,11.6,5.3,183.0
Whitefield,2025-07-14T14:00,7.2,4.2,188.0
Whitefield,2025-07-14T15:00,6.5,3.8,204.0
Whitefield,2025-07-14T16:00,6.7,4.1,227.0
Whitefield,2025-07-14T17:00,10.9,6.5,244.0
Whitefield,2025-07-14T18:00,12.5,7.9,249.0
Whitefield,2025-07-14T19:00,12.7,8.5,249.0
Whitefield,2025-07-14T20:00,9.3,6.8,245.0
Whitefield,2025-07-14T21:00,6.2,4.9,240.0
Whitefield,2025-07-14T22:00,5.0,4.1,232.0
Whitefield,2025-07-14T23:00,4.5,3.7,220.0
Whitefield,2025-07-15T00:00,4.3,3.2,200.0
Whitefield,2025-07-15T01:00,4.8,3.0,176.0
Whitefield,2025-07-15T02:00,8.2,3.7,157.0
Whitefield,2025-07-15T03:00,5.8,3.1,143.0
Whitefield,2025-07-15T04:00,6.1,3.2,134.0
Whitefield,2025-07-15T05:00,2.8,2.2,137.0
Whitefield,2025-07-15T06:00,2.5,2.3,163.0
Whitefield,2025-07-15T07:00,3.3,3.2,202.0
Whitefield,2025-07-15T08:00,3.7,3.6,223.0
Whitefield,2025-07-15T09:00,3.0,2.8,210.0
Whitefield,2025-07-15T10:00,2.5,2.3,179.0
Whitefield,2025-07-15T11:00,2.5,2.2,156.0
Whitefield,2025-07-15T12:00,2.4,2.2,148.0
Whitefield,2025-07-15T13:00,2.4,2.2,147.0
Whitefield,2025-07-15T14:00,2.6,2.4,154.0
Whitefield,2025-07-15T15:00,2.2,2.0,171.0
Whitefield,2025-07-15T16:00,2.5,2.3,196.0
Whitefield,2025-07-15T17:00,6.5,5.2,218.0
Whitefield,2025-07-15T18:00,6.5,5.7,235.0
Whitefield,2025-07-15T19:00,7.4,6.4,250.0
Whitefield,2025-07-15T20:00,6.5,5.8,260.0
Whitefield,2025-07-15T21:00,5.7,5.3,264.0
Whitefield,2025-07-15T22:00,5.5,5.2,263.0
Whitefield,2025-07-15T23:00,5.3,5.1,254.0
Whitefield,2025-07-16T00:00,4.7,4.2,232.0
Whitefield,2025-07-16T01:00,4.4,3.7,202.0
Whitefield,2025-07-16T02:00,4.8,3.5,178.0
Whitefield,2025-07-16T03:00,5.4,3.7,163.0
Whitefield,2025-07-16T04:00,5.9,3.9,154.0
Whitefield,2025-07-16T05:00,4.5,3.8,157.0
Whitefield,2025-07-16T06:00,4.1,3.7,183.0
Whitefield,2025-07-16T07:00,4.5,4.0,221.0
Whitefield,2025-07-16T08:00,5.3,4.6,241.0
Whitefield,2025-07-16T09:00,4.3,3.5,223.0
Whitefield,2025-07-16T10:00,4.7,3.3,187.0
Whitefield,2025-07-16T11:00,6.9,3.7,161.0
Whitefield,2025-07-16T12:00,9.4,4.1,151.0
Whitefield,2025-07-16T13:00,12.0,5.2,151.0
Whitefield,2025-07-16T14:00,14.4,6.0,167.0
Whitefield,2025-07-16T15:00,16.0,7.3,208.0
Whitefield,2025-07-16T16:00,16.8,8.5,265.0
Whitefield,2025-07-16T17:00,22.5,12.0,317.0
Whitefield,2025-07-16T18:00,20.1,13.0,364.0
Whitefield,2025-07-16T19:00,16.5,11.5,406.0
Whitefield,2025-07-16T20:00,12.8,9.9,423.0
Whitefield,2025-07-16T21:00,10.2,8.8,398.0
Whitefield,2025-07-16T22:00,8.8,7.9,348.0
Whitefield,2025-07-16T23:00,7.7,7.0,298.0
Whitefield,2025-07-17T00:00,6.2,5.5,255.0
Whitefield,2025-07-17T01:00,5.4,4.2,213.0
Whitefield,2025-07-17T02:00,4.7,3.5,182.0
Whitefield,2025-07-17T03:00,3.9,3.0,166.0
Whitefield,2025-07-17T04:00,3.6,2.9,161.0
Whitefield,2025-07-17T05:00,1.7,1.6,166.0
Whitefield,2025-07-17T06:00,2.0,1.9,191.0
Whitefield,2025-07-17T07:00,3.2,3.2,226.0
Whitefield,2025-07-17T08:00,3.6,3.5,244.0
Whitefield,2025-07-17T09:00,3.2,3.1,226.0
Whitefield,2025-07-17T10:00,2.4,2.4,191.0
